show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
60031264,Dr. Seuss' The Cat in the Hat,bo welch,"mike myers, alec baldwin, kelly preston, dakota fanning, spencer breslin, amy hill, sean hayes, dan castellaneta",united states,"May 1, 2019",2003,pg,82 min,"Children & Family Movies, Comedies","While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes.""",Movie
81059956,Familiye,"sedat kirtan, kubilay sarikaya","kubilay sarikaya, arnel taci, muhammed kirtan, violetta schurawlow, burak yiğit, giwar xatar hajabi, ridvan kirtan, ilhan erdinc, michael hanemann, sedat kirtan",germany,"May 1, 2019",2017,tv-ma,99 min,"Dramas, Independent Movies, International Movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.",Movie
81094667,Hidden in Plain Sight,stacia crawford,"victoria barabas, gino anthony pesi, jake allyn, deborah van valkenburgh, jessica meraz, jack fisher, eve sigall, jerod meagher",united states,"May 1, 2019",2019,tv-14,87 min,"Dramas, Independent Movies, Thrillers",A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.,Movie
81069255,John & Yoko: Above Us Only Sky,michael epstein,"john lennon, yoko ono",united kingdom,"May 1, 2019",2018,tv-14,90 min,"Documentaries, Music & Musicals","Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”",Movie
81094083,Kia and Cosmos,sudipto roy,"ritwika pal, swastika mukherjee, joy sengupta",india,"May 1, 2019",2018,tv-14,124 min,"Dramas, Independent Movies, International Movies",A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.,Movie
80208082,Kill Hitler! The Luck of the Devil,frédéric tonolli,jean-baptiste marcenac,france,"May 1, 2019",2015,tv-14,53 min,"Documentaries, International Movies","From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.",Movie
81080637,Knock Down The House,rachel lears,alexandria ocasio-cortez,united states,"May 1, 2019",2019,pg,88 min,Documentaries,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.,Movie
80197303,Le serment des Hitler,emmanuel amara,unknown,france,"May 1, 2019",2014,tv-pg,54 min,"Documentaries, International Movies",This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.,Movie
81049260,Munafik 2,syamsul yusof,"syamsul yusof, maya karin, nasir bilal khan, rahim razali, fizz fairuz, fauzi nawawi, mawi, ku faridah",malaysia,"May 1, 2019",2018,tv-ma,104 min,"Horror Movies, International Movies","Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.",Movie
81017593,Robin Hood: The Rebellion,nicholas winter,"ben freeman, james oliver wheatley, marie everett, jamie kenna, james groom, james g. nunn, martyn ford, gareth david-lloyd, brian blessed, kristian nairn",united kingdom,"May 1, 2019",2018,tv-14,92 min,"Action & Adventure, Independent Movies, International Movies","When the Sheriff of Nottingham takes his beloved captive, Robin Hood embarks on a daring rescue mission at the tyrant's castle.",Movie
81062075,"Roswell, New Mexico",unknown,"jeanine mason, nathan parsons, michael vlamis, lily cowles, tyler blackburn, heather hemmens, michael trevino, trevor st. john",united states,"May 1, 2019",2019,tv-14,1 Season,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy","After 10 years, a woman returns to her sleepy tourist-occupied hometown and discovers her high-school crush is also an unusual foreigner.",TV Show
70270364,Snowpiercer,bong joon ho,"chris evans, song kang-ho, ed harris, john hurt, tilda swinton, jamie bell, octavia spencer, ewen bremner, alison pill, adnan haskovic, vlad ivanov, ko a-sung, luke pasqualino","south korea, czech republic","May 1, 2019",2013,r,126 min,"Action & Adventure, Cult Movies, International Movies",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,Movie
81093342,Sur Sapata,mangesh kanthale,"upendra limaye, govind namdeo, sanjay jadhav, anand ingale, bharat ganeshpure, praveen tarde, chinmay patwardhan, jivan karlakar",india,"May 1, 2019",2019,tv-14,140 min,"Comedies, Dramas, International Movies",A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.,Movie
70056441,Teenage Mutant Ninja Turtles,kevin munroe,"chris evans, sarah michelle gellar, mako iwamatsu, kevin smith, patrick stewart, zhang ziyi, laurence fishburne, mitchell whitfield, james arnold taylor, mikey kelley, nolan north","hong kong, united states","May 1, 2019",2007,pg,87 min,"Children & Family Movies, Comedies","In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York.",Movie
419733,The Dark Crystal,"frank oz, jim henson","jim henson, kathryn mullen, frank oz, dave goelz, stephen garlick, lisa maxwell, billie whitelaw, percy edwards, joseph o'conor","united states, united kingdom","May 1, 2019",1982,pg,93 min,Children & Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",Movie
80156137,The Kindness Diaries,unknown,leon logothetis,unknown,"May 1, 2019",2019,tv-g,1 Season,Reality TV,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.",TV Show
81021631,Two Graves,gary young,"cathy tyson, katie jarvis, david hayman, josh herdman, dave johns, danielle harold, kedar williams-stirling, neal ward",united kingdom,"May 1, 2019",2018,tv-ma,80 min,Thrillers,"A doctor and a drug addict kidnap the son of a local gangster, seeking revenge for the death of a loved one.",Movie
81029737,A Home with A View,herman yau,"francis chun-yu ng, louis koo, anita yuen, tat-ming cheung, jocelyn choi, ng siu-hin, lam suet, anthony wong chau-sang, lo hoi-pang",hong kong,"April 30, 2019",2019,tv-ma,92 min,"Comedies, International Movies","When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",Movie
81072852,Angel 'N' Devil,unknown,"simon lian, teddy chen, sylvia wang, cosmos lin, ting liu, lucia chen, allie ji, sunnee yang, na wei-hsun",taiwan,"April 30, 2019",2014,tv-14,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons.",TV Show
80227677,Anthony Jeselnik: Fire in the Maternity Ward,marcus raboy,anthony jeselnik,united states,"April 30, 2019",2019,tv-ma,64 min,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",Movie
80204451,BAKI,unknown,"nobunaga shimazaki, takayuki sugo, bin shimada, rikiya koyama, takuya eguchi, banjo ginga, takehito koyasu, kenjiro tsuda, chafurin, issei futamata, mugihito, yoshihisa kawahara, sora amamiya, toru furuya",japan,2025-01-26 05:26:09.662133,2018,tv-ma,2 Seasons,"Anime Series, International TV Shows","While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",TV Show
81050394,Hong Kong West Side Stories,unknown,"louis cheung, myolie wu, justin cheung, brian chan, raymond chiu, fish liew, lee sheung ching, kaki sham, gregory wong, thor lok",hong kong,"April 30, 2019",2018,tv-ma,1 Season,"International TV Shows, TV Comedies, TV Dramas","The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",TV Show
80992853,Ingress: The Animation,unknown,"yoshiki nakajima, reina ueda, shigeo kiyama, tarusuke shingaki, kohsuke toriumi, kentaro tone, hiroo sasaki, megumi ogata",japan,"April 30, 2019",2018,tv-ma,1 Season,"Anime Series, Crime TV Shows, International TV Shows","After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",TV Show
81072951,K.O. One Re-act,unknown,"jiro wang, pets tseng, sam lin, sylvia wang, wes lo, wayne huang, xu ming-jie, ba yu, emily tsai, chen bo-zheng, nylon chen, na wei-hsun",taiwan,"April 30, 2019",2013,tv-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.",TV Show
81072752,K.O.3an Guo,unknown,"george hu, chen de-xiu, bo yan, lorene ren, tsai yi-chen, benjamin h. wang, wes lo, shao xiang, pets tseng, nylon chen, wu xiong",taiwan,"April 30, 2019",2009,tv-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy","In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan.",TV Show
81072919,KO One Return,unknown,"jiro wang, pets tseng, sam lin, xu ming-jie, sylvia wang, monkey shao, zhang hao ming, na wei-hsun",taiwan,"April 30, 2019",2012,tv-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","A time quake propels Wang Dadong into the future, where he encounters a classmate named King who presides over the KO One.",TV Show
81092327,Perfect Bid: The Contestant Who Knew Too Much,c.j. wallis,theodore slauson,canada,"April 30, 2019",2017,tv-ma,72 min,Documentaries,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked.",Movie
81072883,The Outsiders,unknown,"dylan kuo, ady an, lan cheng-lung, michael chang, joelle lu",taiwan,"April 30, 2019",2004,tv-ma,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,TV Show
80049277,Ash vs. Evil Dead,unknown,"bruce campbell, lucy lawless, ray santiago, dana delorenzo, jill marie jones",united states,2025-01-26 05:26:09.662133,2018,tv-ma,3 Seasons,"TV Action & Adventure, TV Comedies, TV Horror","Thirty years later, Ash Williams – demon hunter par excellence – is back to battle a new Deadite plague. He may have lost a hand, but not his touch.",TV Show
81015498,Burning,lee chang-dong,"yoo ah-in, steven yeun, jun jong-seo, kim soo-kyung, moon sung-keun, choi seung-ho",south korea,"April 29, 2019",2018,tv-ma,148 min,"Dramas, Independent Movies, International Movies",An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,Movie
80157889,CRD,kranti kanade,"mrinmayee godbole, vinay sharma, saurabh saraswat, isha keskar, abhay mahajan, geetika tyagi",india,"April 29, 2019",2016,tv-ma,110 min,"Comedies, Dramas, Independent Movies","At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",Movie
81094082,Teen Aur Aadha,dar gai,"zoya hussain, suhasini mulay, jim sarbh, aarya dave, anjum rajabali, m.k. raina",india,"April 29, 2019",2018,tv-ma,119 min,"Dramas, Independent Movies, International Movies","At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.",Movie
80046347,Señora Acero,unknown,"blanca soto, litzy, damián alcázar, marco pérez, jorge zárate, rossana san juan, andrés palacios, rebecca jones, lincoln palomeque","mexico, united states",2025-01-26 05:26:09.662133,2018,tv-14,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When her drug-trafficking husband dies, an unassuming woman stakes her own claim in the business in order to care for her gravely ill son.",TV Show
80096782,American Honey,andrea arnold,"sasha lane, shia labeouf, riley keough, mccaul lombardi, arielle holmes","united kingdom, united states","April 27, 2019",2016,r,163 min,"Dramas, Independent Movies","A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip.",Movie
81035872,Amar's Hands,khaled youssef,"ghadah abdulrazeq, wafaa amer, hassan el raddad, houria farghally, sabry fawwaz",egypt,"April 26, 2019",2011,tv-14,125 min,"Dramas, International Movies","To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn.",Movie
81035865,An Hour and a Half,wael ehsan,"eyad nassar, ahmed bedir, fathy abdel wahab, sawsan badr, maged el kedwany, tarek abdel aziz, karima mokhtar, yousra el lozy, somaya el khashab, mohamed emam",egypt,"April 26, 2019",2012,tv-14,87 min,"Dramas, International Movies","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars.",Movie
80210361,Chambers,unknown,"sivan alyra rose, uma thurman, tony goldwyn, marcus lavoi, nicholas galitzine, kyanna simone simpson, griffin powell-arcand, lilli kay, sarah mezzanotte, lilliya scarlett reid",united states,"April 26, 2019",2019,tv-ma,1 Season,"TV Horror, TV Mysteries, Teen TV Shows","Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.",TV Show
70260989,Kon-Tiki,"joachim rønning, espen sandberg","pål sverre hagen, anders baasmo christiansen, tobias santelmann, gustaf skarsgård, odd magnus williamson, jakob oftebro, agnes kittelsen, peter wight, amund hellum noraker, eilif hellum noraker","united kingdom, norway, denmark, germany, sweden","April 26, 2019",2012,pg-13,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",Movie
80992501,Loving is Losing,fernando ayllón,"ricardo quevedo, liss pereira, iván marín, lorna cepeda, carolina sarmiento, linda baldrich, joavany álvarez, maría cecilia botero, rocío tavera, bruno díaz",colombia,"April 26, 2019",2019,tv-ma,91 min,"Comedies, International Movies, Romantic Movies","When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",Movie
81076251,Money Trap,yılmaz erdoğan,"yılmaz erdoğan, kıvanç tatlıtuğ, ezgi mola, bensu soral, rıza kocaoğlu, okan çabalar, güven kıraç, ahmet mümtaz taylan",turkey,"April 26, 2019",2019,tv-ma,122 min,"Comedies, Dramas, International Movies","When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",Movie
81093925,Njan Prakashan,sathyan anthikad,"fahadh faasil, sreenivasan, nikhila vimal, devika sanjay, anju kurian, k.p.a.c. lalitha",india,"April 26, 2019",2018,tv-pg,125 min,"Comedies, Dramas, International Movies","Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.",Movie
80191049,ReMastered: Devil at the Crossroads,brian oakes,unknown,united states,"April 26, 2019",2019,tv-14,49 min,"Documentaries, Music & Musicals","Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music.",Movie
80987209,"Rica, Famosa, Latina",unknown,unknown,united states,2025-01-26 05:26:09.662133,2016,tv-14,4 Seasons,"International TV Shows, Reality TV, Spanish-Language TV Shows","This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles.",TV Show
70126573,Season of the Witch,dominic sena,"nicolas cage, ron perlman, christopher lee, stephen campbell moore, stephen graham, ulrich thomsen, claire foy, robert sheehan, kevin rees, andrew hefler",united states,"April 26, 2019",2011,pg-13,95 min,"Action & Adventure, Sci-Fi & Fantasy",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,Movie
80244996,Street Food,unknown,unknown,united states,"April 26, 2019",2019,tv-g,1 Season,Docuseries,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,TV Show
80189829,The Protector,unknown,"çağatay ulusoy, ayça ayşin turan, hazar ergüçlü, okan yalabık, mehmet kurtuluş, yurdaer okur",turkey,2025-01-26 05:26:09.662133,2019,tv-ma,2 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure","Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",TV Show
70242568,The Sapphires,wayne blair,"chris o'dowd, deborah mailman, jessica mauboy, shari sebbens, miranda tapsell, tory kittles, eka darville, tammy anderson, lynette narkle, kylie belling",australia,"April 26, 2019",2012,pg-13,99 min,"Comedies, Dramas, Independent Movies","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",Movie
81035869,A Mission in an Old Movie,ahmad el-badri,"edward, fifi abdo, lotfy labib, madeleine matar, nahla zaki, ahmed fathy, said tarabeek, badriya tolba, eman el-sayed",unknown,"April 25, 2019",2012,tv-ma,98 min,"Comedies, International Movies",A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.,Movie
81066244,Aurora,yam laranas,"anne curtis, phoebe villamor, mercedes cabral, allan paule, andrea del rosario, marco gumabao, arnold reyes, ricardo cepeda, ruby ruiz, sue prado",philippines,"April 25, 2019",2018,tv-14,98 min,"Horror Movies, International Movies",A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims' bodies – until the dead come seeking shelter themselves.,Movie
80991404,Goosebumps 2: Haunted Halloween,ari sandel,"jeremy ray taylor, madison iseman, caleel harris, wendi mclendon-covey, chris parnell, ken jeong, jack black","united states, united kingdom","April 25, 2019",2018,pg,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",Movie
81035873,Love Station,ahmad samir farag,"menna shalaby, sherif salama, yousra el lozy, mona hala, edward fouad, lotfy labib, ashraf hamdy",egypt,"April 25, 2019",2011,tv-14,97 min,"Comedies, International Movies, Romantic Movies","Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",Movie
81035862,Omar and Salma 3,mohamed samy,"tamer hosny, mai ezzidine, ezzat abou aouf, lamitta frangieh",egypt,"April 25, 2019",2012,tv-ma,97 min,"Comedies, International Movies, Romantic Movies","In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job.",Movie
81094665,Shattered Memories,chris sivertson,"elizabeth bogush, brad schmidt, sarah lind, eddie kaye thomas, phillip boyd, victoria barabas, mark famiglietti, walker borba, meg delacy",united states,"April 25, 2019",2018,tv-14,86 min,"Dramas, Thrillers","When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer.",Movie
81035878,The Consul's Son,amr arafa,"khaled saleh, ghada adel, ahmed el-sakka, khaled sarhan, sawsan badr, mustafa haridi",egypt,"April 25, 2019",2011,tv-14,114 min,"Comedies, International Movies, Thrillers",A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.,Movie
80174683,The Hateful Eight: Extended Version,quentin tarantino,"samuel l. jackson, kurt russell, jennifer jason leigh, walton goggins, demián bichir, tim roth, michael madsen, bruce dern, james parks",united states,"April 25, 2019",2015,r,1 Season,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",TV Show
70103759,The Ugly Truth,robert luketic,"katherine heigl, gerard butler, eric winter, john michael higgins, bree turner, nick searcy, kevin connolly, cheryl hines, bonnie somerville, yvette nicole brown, nate corddry, noah matthews",united states,"April 25, 2019",2009,r,96 min,"Comedies, Romantic Movies","A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",Movie
81077451,Fireflies,sabal singh shekawat,"rahul khanna, arjun mathur, shivani ghai, monica dogra, aadya bedi",india,"April 24, 2019",2013,tv-ma,99 min,"Dramas, Independent Movies, International Movies","Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths.",Movie
81014345,Furthest Witness,adam del giudice,"aaron stanford, teri reeves, sean patrick flanery, forrest fyre, steven michael quezada, paul blott, travis hammer, ryan begay, jermaine washington, vincent mcdaniel","united states, united kingdom","April 24, 2019",2017,tv-ma,88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",Movie
80244228,Beauty and the Bitches,unknown,"methinee kingpayome, son songpaisarn, yingying sarucha, pim pimjira jaroenlak, jespipat tilapornputt, groupz chutharut anusin, aon korakot tunkaew, raviyanun takerd, nat thephussadin na ayutthaya, bam pakakanya charoenyos, eye warapairin laphatsanitirot, pemy peramin thabkaew, darin hansen, hongyok pornphan rerkatakarn, rattanapond klinkulabhiran, oliver pupart, organ wacharapolmek, patiparn pataweekarn, yuthana puengklarng, ak akarat, point cholawit meetongcom, copter phumin, koii korakod, mila thanapa, mild anis suwit",unknown,2025-01-26 05:26:09.662133,2016,tv-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",Beauty pageant contestants from all over Thailand fight for the crown as they contend with drama and intrigue behind the scenes.,TV Show
80986854,I Think You Should Leave with Tim Robinson,unknown,"tim robinson, andy samberg, sam richardson, will forte, fred willard, cecily strong, tim heidecker, kate berlant",united states,"April 23, 2019",2019,tv-ma,1 Season,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,TV Show
80995078,Little Singham in London,prakash satam,unknown,unknown,"April 22, 2019",2019,tv-y7,66 min,"Children & Family Movies, Comedies","Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.",Movie
81030755,The Last Resort,"dennis scholl, kareem tabsch",unknown,united states,"April 21, 2019",2018,tv-14,70 min,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",Movie
81073387,A Fortunate Man,bille august,"esben smed, katrine rosenthal, benjamin kitter, julie christiansen, tommy kenter, tammi øst, rasmus bjerg, ole lemmeke, sarah viktoria bjerregaard, anders hove, jens albinus",denmark,"April 20, 2019",2018,tv-14,168 min,"Dramas, International Movies","A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",Movie
80213712,Grass Is Greener,fab five freddie,unknown,unknown,"April 20, 2019",2019,tv-ma,98 min,Documentaries,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.,Movie
80207606,Paper Year,rebecca addelman,"hamish linklater, eve hewson, avan jogia, andie macdowell",canada,"April 20, 2019",2018,tv-ma,89 min,"Dramas, Independent Movies, Romantic Movies","A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.",Movie
81035861,Abdo Mota,unknown,mohamed ramadan,egypt,"April 19, 2019",2012,tv-ma,100 min,"Action & Adventure, Dramas, International Movies","Following the mysterious death of his parents, a young man finds himself enmeshed in the dark world of drugs and crime.",Movie
81037733,Brampton's Own,michael doneger,"alex russell, rose mciver, jean smart, scott porter, kevin linehan, spencer grammer, carter hastings, riley voelkel, john getz",united states,"April 19, 2019",2018,tv-ma,90 min,"Dramas, Romantic Movies, Sports Movies","After 12 years in the minors, a struggling baseball player retires, returns home and faces the last person he struck out with – his ex-girlfriend.",Movie
81010166,Brené Brown: The Call to Courage,sandra restrepo,brené brown,unknown,"April 19, 2019",2019,tv-14,77 min,Documentaries,"With humor and empathy, Brené Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity, fear and uncertainty.",Movie
80091341,Cuckoo,unknown,"andy samberg, taylor lautner, greg davies, helen baxendale, tamla kari, tyger drew-honey, esther smith",united kingdom,2025-01-26 05:26:09.662133,2019,tv-14,5 Seasons,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",TV Show
80112518,"I, Daniel Blake",ken loach,"dave johns, hayley squires, briana shann, dylan mckiernan, kate rutter, sharon percy, kema sikazwe, steven richens","united kingdom, france, belgium","April 19, 2019",2016,r,100 min,"Dramas, Independent Movies","While fighting for his welfare benefits following a job-ending heart attack, a widowed carpenter befriends a single mother in a similar plight.",Movie
81072829,KO One,unknown,"aaron yan, jiro wang, calvin ka-sing chen, danson tang, tsai yi-chen, alien huang",taiwan,"April 19, 2019",2005,tv-ma,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","Gifted with special powers, fighting skills and slick hair, the rowdy KO One navigates tough friendships and high school romance.",TV Show
80198950,Lunatics,unknown,chris lilley,australia,"April 19, 2019",2019,tv-ma,1 Season,"International TV Shows, TV Comedies",This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat.,TV Show
81033430,Music Teacher,sarthak dasgupta,"manav kaul, amrita bagchi, divya dutta, neena gupta, niharika lyra dutt, k.c. shankar",india,"April 19, 2019",2019,tv-14,102 min,"Dramas, Independent Movies, International Movies",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.,Movie
81072807,My Dear Boy,unknown,"ruby lin, derek chang, lee lee-zen, archie kao, yen yi-wen, chu chung-heng, aaron chen, greg han, wen chen-ling, zhang guang-chen",taiwan,"April 19, 2019",2017,tv-14,1 Season,"International TV Shows, Romantic TV Shows","Heartbroken and romantically pessimistic, a commercial director meets a young artist and teaches him life-changing lessons about love.",TV Show
80036747,Pororo - The Little Penguin,unknown,unknown,south korea,2025-01-26 05:26:09.662133,2013,tv-y,2 Seasons,"Kids' TV, Korean TV Shows","On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.",TV Show
80196883,Rilakkuma and Kaoru,unknown,"mikako tabe, soki matsumoto, takayuki yamada, mai kanazawa, shigeru sugimoto, issei takubo, kanako nishiyama, yuzuha kobayashi, masako matsuno, kana odaira, hitoshi honma, ayano kinashi","japan, united states","April 19, 2019",2019,tv-pg,1 Season,"Anime Series, International TV Shows","Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear.",TV Show
81035851,Roh's Beauty,sameh abdulaziz,"haifa wehbe, bassem samra, mohamed lotfy, ahmed fathy, nagua fouad, ahlam al-gritly, karim el abnoudi, salah abdullah, hakim, usha",egypt,"April 19, 2019",2014,tv-ma,98 min,"Dramas, International Movies","Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.",Movie
80173174,Samantha!,unknown,"emmanuelle araújo, douglas silva, sabrina nonata, cauã gonçalves, daniel furlan, alice braga, alessandra negrini, lorena comparato, rodrigo pandolfo, luciana vendramini, maria eduarda, sidney alexandre, enzo ovideo, mauricio xavier, paulo tiefenthaler, ary frança",brazil,2025-01-26 05:26:09.662133,2019,tv-ma,2 Seasons,"International TV Shows, TV Comedies","A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",TV Show
80202920,Someone Great,jennifer kaytin robinson,"gina rodriguez, brittany snow, dewanda wise, lakeith stanfield, rupaul charles, peter vack, alex moffat, rosario dawson, rebecca naomi jones, jaboukie young-white, michelle buteau, questlove",united states,"April 19, 2019",2019,r,92 min,"Comedies, Romantic Movies","On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends.",Movie
81088285,The Mayo Clinic,"ken burns, christopher loren ewers, erik ewers",peter coyote,united states,"April 19, 2019",2018,tv-14,116 min,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.,Movie
81080942,The Ruthless,renato de maria,"riccardo scamarcio, sara serraiocco, alessio praticò, alessandro tedeschi, marie-ange casta","italy, france","April 19, 2019",2019,tv-ma,111 min,"Dramas, International Movies",A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s.,Movie
81035844,30 Days of Luxury,hani hamdi,"taher farouz, sad al-saghir, ahmad faloks, soleiman eid, mahmood el-laithi, hesham ismail, shaima saif, nermin maher, sofinar",egypt,"April 18, 2019",2016,tv-14,91 min,"Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",Movie
81035842,Because We're Heading Out,khaled el halafawy,"hassan el raddad, emy samir ghanim, bayyumi fuad, taher abu lela, nesreen ameen, mourad makram, diaa el-merghani, juditta salem-wolff",egypt,"April 18, 2019",2016,tv-14,99 min,"Comedies, International Movies",Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.,Movie
