user_id,post_id,likes,shares
3489,844276,705506,9950
3490,167331,25588,459
3491,234776,416459,129455
3492,686624,498812,121275
3493,723733,16526,7236
3494,614438,601889,269544
3495,668581,564617,25904
3496,299907,179159,44127
3497,55125,196233,82411
3498,468564,59265,24429
3499,429582,722287,73125
3500,674569,199158,67382
3501,500938,170124,54876
3502,879813,73436,880
3503,18261,506630,165717
3504,90080,196785,23500
3505,494361,651581,323195
3506,99127,419577,47500
3507,129827,351083,32218
3508,765614,767566,184186
3509,760896,746211,263769
3510,621682,583644,236918
3511,386417,630515,30583
3512,561088,794388,277827
3513,449399,485609,33983
3514,191090,443045,7880
3515,110885,85560,26487
3516,222264,734229,71003
3517,344645,397505,111803
3518,170598,475497,229426
3519,744515,750621,184268
3520,381753,746663,191262
3521,297850,355094,33912
3522,76523,708685,42437
3523,729491,649714,256571
3524,311398,527465,143853
3525,537710,627182,133052
3526,810483,660360,284162
3527,107033,239459,116818
3528,341843,148099,6125
3529,604501,281789,38278
3530,258943,234036,66406
3531,862317,254855,69615
3532,226462,28522,10925
3533,163524,284515,134183
3534,601400,571246,99831
3535,79524,484671,105541
3536,650319,68557,26070
3537,145683,654631,267029
3538,562299,772683,190053
3539,877724,378108,134548
3540,233433,629129,84910
3541,605085,322289,101259
3542,137422,113702,51254
3543,48680,73752,36
3544,612101,14642,5970
3545,356133,289592,80159
3546,894676,482397,172634
3547,256229,708227,303954
3548,179145,556576,132725
3549,825838,483041,236240
3550,918438,170876,52217
3551,813326,774672,357952
3552,742328,88601,31765
3553,949844,627533,112391
3554,142757,43747,8574
3555,759444,124107,34729
3556,572716,338706,90517
3557,118037,455559,2103
3558,994309,157900,32589
3559,992465,426230,22334
3560,837765,457431,185100
3561,429606,195718,75901
3562,557333,403361,43048
3563,631612,651921,151249
3564,252133,198424,97107
3565,569711,459144,27324
3566,206570,786609,218336
3567,518721,287031,84240
3568,707352,678990,330937
3569,126563,308324,117378
3570,80773,608951,242993
3571,71160,706440,236384
3572,451801,530409,67043
3573,487554,731721,205448
3574,240097,680977,320864
3575,88767,503617,134661
3576,433947,289864,71890
3577,168359,3786,901
3578,793794,796910,210323
3579,953513,163402,15090
3580,480762,643796,290898
3581,43390,358311,96471
3582,766246,379963,68059
3583,67172,356092,25267
3584,526381,616988,142739
3585,306238,590001,160956
3586,321490,635493,269692
3587,991048,223637,4742
3588,779694,765473,205835
3589,9340,403798,150736
3590,25345,525568,236082
3591,144543,538652,154847
3592,170605,146089,18152
3593,165667,560277,252868
3594,19894,509804,221956
3595,797140,694912,147012
3596,646190,44981,594
3597,786856,383311,116490
3598,215957,17404,4424
3599,750941,47402,2053
3600,132425,677793,197677
3601,611770,736299,314756
3602,768135,330026,44435
3603,105319,367576,83170
3604,9466,60117,29058
3605,220969,14015,6472
3606,848590,424798,194570
3607,213995,472908,221325
3608,333028,264504,42841
3609,578334,204850,40192
3610,919307,406388,5067
3611,809747,69138,29172
3612,142183,768652,77759
3613,45778,560048,18114
3614,111224,630141,15836
3615,670656,571072,25968
3616,367408,308313,138731
3617,825648,688620,338165
3618,268257,619812,78996
3619,123383,558578,89757
3620,968652,290159,72010
3621,812146,432987,132139
3622,841258,735300,273020
3623,999293,84568,38454
3624,316098,117992,45710
3625,947139,378497,177210
3626,66184,431243,97930
3627,969841,544727,1251
3628,922187,136821,17857
3629,233922,517584,19922
3630,325886,135135,49580
3631,249009,620435,37018
3632,58686,302553,110741
3633,702621,568751,46828
3634,858143,397824,152974
3635,525421,611544,86311
3636,751522,81822,10585
3637,703215,435561,166958
3638,217523,254358,5820
3639,759064,394687,71319
3640,245822,573292,119422
3641,496829,688010,107057
3642,375143,532583,168449
3643,535749,264223,57589
3644,171139,513752,252999
3645,660577,54791,15371
3646,982332,94824,32405
3647,725558,173639,26976
3648,794401,201196,8873
3649,665085,340456,62411
3650,726758,471231,167666
3651,778982,742869,206441
3652,897282,306109,128325
3653,734268,685459,75178
3654,511386,327398,127960
3655,801731,258875,43893
3656,422674,318129,78039
3657,652285,343306,125968
3658,540165,315449,94422
3659,451775,33457,12570
3660,614919,12914,5100
3661,601454,722638,216678
3662,870747,174001,4673
3663,215568,315037,32971
3664,270643,725482,152054
3665,330893,668878,289589
3666,656965,796217,303464
3667,36191,495654,101749
3668,452792,770413,15393
3669,501395,302620,64102
3670,8551,158621,9991
3671,860258,329257,116503
3672,511094,546853,224470
3673,33687,373976,169479
3674,623841,190922,24849
3675,303039,703719,49880
3676,836140,436644,10788
3677,858588,431752,57526
3678,771558,449347,100786
3679,479403,710214,229966
3680,919142,663107,85711
3681,832753,251801,32167
3682,762392,774159,179602
3683,215351,255766,54162
3684,52469,764543,48410
3685,697869,399824,195476
3686,215349,418715,172937
3687,913332,98030,4612
3688,751066,72051,3921
3689,506111,228131,9458
3690,630489,104216,10770
3691,987629,541594,102548
3692,304839,543689,178421
3693,612346,209137,69631
3694,333843,713617,304094
3695,263622,700789,344308
3696,199793,255511,117825
3697,437502,508581,199188
3698,863107,711639,46047
3699,222969,746643,356849
3700,294056,654122,233678
3701,787000,662943,264735
3702,737531,285668,57149
3703,936398,178719,62075
3704,122994,62015,24445
3705,774530,279945,125305
3706,345610,773208,70756
3707,571506,596246,127490
3708,502828,763253,235178
3709,442604,187879,43672
3710,670619,589911,56543
3711,95076,470418,39657
3712,628135,433829,214866
3713,253264,392423,17824
3714,507267,278412,9563
3715,640076,663307,315584
3716,454917,372286,122731
3717,602002,149855,59930
3718,179498,146078,24687
3719,410623,466073,105922
3720,516188,391750,108247
3721,55607,166132,1446
3722,794866,483238,148954
3723,247897,211329,72899
3724,453981,180206,14518
3725,540208,162489,40463
3726,559376,197177,24109
3727,673807,276135,37688
3728,495991,766381,250668
3729,537979,173710,76707
3730,57902,378487,86355
3731,416832,727908,111634
3732,976086,214669,63556
3733,913147,114437,47151
3734,260672,567176,34271
3735,524153,766528,245889
3736,454478,363078,156133
3737,778169,367309,37098
3738,655045,585675,84620
3739,814796,331223,163563
3740,937726,509495,91904
3741,681210,444904,35913
3742,44154,155317,11391
3743,455371,316852,28811
3744,162636,402827,174587
3745,981083,534953,159670
3746,214156,326241,6230
3747,24498,232097,20991
3748,192464,723521,67428
3749,583567,347098,44875
3750,331404,634191,106496
3751,143925,626608,9115
3752,805791,568148,8388
3753,679315,602837,19418
3754,773783,741350,307160
3755,37372,85705,28283
3756,885280,294845,101331
3757,209378,126805,45443
3758,144518,356162,50628
3759,900999,178652,54645
3760,414980,370245,6216
3761,770722,369625,33924
3762,733074,478160,212196
3763,951330,576647,239364
3764,912064,518316,81607
3765,616671,360201,137477
3766,726871,72506,33326
3767,547370,510763,212023
3768,625881,51634,6520
3769,466087,285733,119115
3770,449769,739164,205793
3771,28069,599976,13827
3772,568365,567866,8725
3773,594102,53569,6247
3774,685465,315198,143766
3775,521209,663759,42134
3776,43912,759094,203062
3777,176652,431583,152539
3778,749608,658497,25626
3779,532414,575043,269540
3780,813111,465158,170782
3781,737424,569425,12719
3782,492487,451207,63093
3783,983466,573748,64329
3784,822094,785079,332387
3785,946948,405904,137290
3786,409295,195342,5682
3787,263437,765085,176326
3788,486935,56344,3982
3789,418518,513092,117837
3790,95867,74426,30909
3791,831041,540611,52458
3792,22803,155890,36578
3793,889161,307610,63213
3794,115812,698379,308898
3795,603797,206186,10358
3796,97303,174674,85198
3797,565002,533919,37989
3798,266546,412323,112840
3799,505807,569241,258606
3800,686958,294729,85430
3801,51388,701243,270421
3802,341130,436302,55970
3803,590509,57924,16932
3804,576846,420163,123825
3805,718139,501607,239312
3806,192784,86795,11070
3807,81628,544126,211803
3808,182889,598387,257788
3809,907933,504676,100695
3810,508503,279320,10215
3811,708818,155660,46017
3812,163656,587717,150167
3813,4094,773832,311978
3814,319503,486843,107285
3815,42378,333440,59590
3816,742320,96821,37063
3817,13742,705214,97499
3818,139595,690705,239741
3819,227766,500333,109641
3820,380294,195153,82160
3821,257476,351028,151913
3822,303964,537949,113061
3823,440968,297785,26659
3824,149278,369429,39095
3825,165200,572483,198575
3826,597930,598903,150069
3827,141203,28824,8561
3828,832169,596059,274080
3829,248096,399034,89696
3830,969333,16053,3874
3831,655906,336525,17885
3832,535214,660573,64818
3833,379424,26550,5271
3834,478237,238414,7941
3835,628814,272239,487
3836,118293,573893,239489
3837,517959,615448,261061
3838,350570,258673,68188
3839,139020,33184,12160
3840,887836,425958,46953
3841,61367,499096,232503
3842,719278,239600,36354
3843,489915,516532,157528
3844,229040,286225,89501
3845,875516,503739,230337
3846,258122,774443,299415
3847,810683,250660,12345
3848,576794,584642,132031
3849,996234,728457,184608
3850,187463,187481,41039
3851,255473,253722,44736
3852,911222,111354,51117
3853,232282,8228,684
3854,805440,692801,136951
3855,900034,548580,180474
3856,485332,743186,73884
3857,949000,206439,35932
3858,862512,145760,1879
3859,773551,560894,129708
3860,750936,4216,386
3861,764139,34371,14623
3862,230505,666296,16436
3863,821184,358661,59266
3864,647672,399668,134487
3865,899135,531872,127240
3866,430278,643599,50687
3867,887935,534568,131861
3868,876867,419835,24434
3869,975067,336797,110658
3870,356980,242456,114014
3871,162744,107046,8277
3872,705467,527018,18005
3873,662627,207074,57885
3874,261068,520480,213251
3875,48261,435321,153235
3876,533091,145260,41077
3877,47740,297307,1047
3878,485296,84884,35232
3879,552330,614515,125298
3880,536514,266174,28025
3881,103991,788970,13330
3882,894828,65861,1771
3883,842071,783634,292037
3884,608206,194422,52617
3885,344689,555457,80284
3886,232602,376069,27365
3887,272421,496666,46083
3888,299073,703395,330534
3889,463286,83761,24888
3890,779577,585634,291853
3891,561126,79848,14875
3892,61553,421034,154858
3893,740086,357868,68972
3894,125170,716816,306263
3895,190814,690789,333425
3896,561497,369113,176325
3897,700721,536422,86097
3898,857201,53875,4943
3899,242109,764369,265223
3900,453102,129725,19500
3901,600227,793158,260423
3902,431162,627483,89057
3903,226703,315780,134728
3904,253329,482153,9588
3905,290820,201267,12699
3906,590003,421886,43061
3907,558078,323048,22595
3908,22510,789472,332180
3909,869434,484821,32366
3910,811896,289559,143912
3911,183723,703215,154263
3912,855196,264739,78869
3913,807248,356126,72334
3914,288704,488033,3462
3915,119560,438567,88087
3916,724545,360928,114186
3917,698615,102935,17528
3918,186340,713526,305844
3919,789741,26322,2007
3920,605691,716890,250900
3921,716774,586408,264449
3922,547030,740799,359941
3923,657625,527167,195128
3924,118551,260086,113093
3925,43265,497299,152768
3926,193341,638683,78678
3927,316563,179658,64381
3928,326440,9125,4407
3929,890025,394984,22442
3930,717519,674538,70096
3931,777480,509959,105061
3932,554107,628135,162166
3933,326536,469192,118749
3934,155678,94816,27183
3935,158845,630536,94459
3936,431175,495143,124530
3937,245719,402327,189287
3938,582259,432817,2077
3939,93635,258020,117591
3940,554426,688537,169918
3941,307615,687741,73251
3942,939131,574675,173088
3943,929109,341454,157250
3944,971784,377289,103271
3945,24580,195177,45849
3946,810915,433277,119636
3947,197016,287976,119588
3948,632133,591608,126098
3949,394542,596544,198802
3950,954259,608097,90906
3951,591630,499117,112469
3952,587533,663199,277510
3953,401577,274573,119764
3954,24210,486407,19318
3955,361044,629037,110527
3956,682043,558875,146995
3957,324816,202468,56626
3958,377271,73418,19667
3959,581552,34359,1235
3960,56546,354826,82794
3961,120435,725859,35459
3962,448213,380155,113757
3963,383311,99692,23264
3964,802618,679494,319729
3965,441544,343869,106789
3966,134718,799762,100429
3967,144783,679285,128168
3968,709923,504509,28549
3969,145284,285285,17600
3970,354950,58885,26352
3971,926721,114855,2845
3972,875609,466427,199145
3973,785179,127485,17049
3974,195502,505513,160916
3975,377745,528239,208052
3976,934181,66023,1990
3977,506261,242411,95585
3978,180128,217442,41398
3979,861244,124665,23367
3980,825859,18929,4993
3981,268430,242449,42863
3982,280920,601332,10990
3983,829702,376531,106955
3984,314405,432107,1239
3985,588747,465578,70502
3986,475483,596192,235423
3987,487449,136082,66746
3988,28198,5868,2256
3989,821315,798772,298225
3990,894864,93991,36244
3991,156060,438955,26055
3992,618487,289675,60570
3993,491987,594843,72846
3994,264394,371453,154111
3995,843000,104927,27135
3996,818193,82811,16651
3997,392487,789221,158131
3998,73515,642672,277932
3999,364273,730577,237337
4000,844378,505197,9818
4001,770257,512044,169533
4002,63971,153918,76253
4003,181822,291864,73561
4004,439989,775683,109065
4005,470528,548146,29914
4006,109539,485482,28804
4007,602542,477168,121222
4008,523473,683119,232214
4009,445353,646713,101994
4010,4618,433426,39723
4011,792325,363292,88704
4012,464603,90950,35192
4013,72419,108095,52030
4014,771690,135031,37085
4015,981352,406726,190639
4016,580117,109285,44287
4017,16627,242648,12099
4018,45046,439321,55972
4019,397729,694367,100035
4020,854087,33632,983
4021,633563,645462,251593
4022,269476,147753,64407
4023,145803,422285,70170
4024,11174,198783,50021
4025,886067,665953,266870
4026,563303,125385,48218
4027,976529,61676,3264
4028,301385,605676,234019
4029,348377,457617,118817
4030,218532,553635,183266
4031,21658,183905,2652
4032,236508,152290,71008
4033,583180,572244,76302
4034,470479,482584,225224
4035,846317,161473,56272
4036,353021,242249,19603
4037,808999,652581,238935
4038,814205,32351,4508
4039,198344,785558,198950
4040,428165,39293,8984
4041,421008,317649,29845
4042,879355,603662,176432
4043,709898,200901,16034
4044,328576,479439,5186
4045,363181,72322,33375
4046,50818,450846,158223
4047,266094,456112,6674
4048,279549,176341,70538
4049,251775,93058,15537
4050,423145,236936,15185
4051,212546,180875,75472
4052,11224,781709,342476
4053,70560,183796,11728
4054,482156,271729,122813
4055,566311,546312,266214
4056,160443,287114,122509
4057,53017,224887,33185
4058,767769,198334,16889
4059,756461,553838,136906
4060,774143,482571,81567
4061,396951,716309,43752
4062,939082,63592,5455
4063,982409,113306,54155
4064,31154,288262,102773
4065,241967,216888,76401
4066,327246,672712,311338
4067,955617,247094,55469
4068,887103,529850,85430
4069,301543,726453,238826
4070,630994,454891,8237
4071,756254,785250,289968
4072,469844,654994,198031
4073,315551,68990,3836
4074,658655,553357,66851
4075,184050,724183,277900
4076,907171,310126,133860
4077,592042,135082,12386
4078,414707,44565,20262
4079,127376,322852,2503
4080,236610,48097,15214
4081,974896,723990,244251
4082,43413,503635,113609
4083,301746,696545,50753
4084,869490,645544,215578
4085,17345,619199,66937
4086,675451,341987,10335
4087,40904,82196,1950
4088,24330,778955,287709
4089,540278,733222,62532
4090,725458,729755,98898
4091,714695,725235,229017
4092,737591,267212,128981
4093,124005,463196,54072
4094,19549,392292,51173
4095,311707,239134,106143
4096,971385,397208,115398
4097,951056,687807,106115
4098,71056,698495,200376
4099,33418,232763,98061
4100,683689,592760,242476
4101,114368,490139,141798
4102,643442,281848,136450
4103,961672,316417,152079
4104,196935,534132,105106
4105,945694,157089,37443
4106,637365,729566,81366
4107,40302,659665,85841
4108,923609,112121,48118
4109,642507,204944,96847
4110,32425,160762,45054
4111,900006,632907,8439
4112,841295,541356,16740
4113,327149,51498,7356
4114,947444,417965,181198
4115,824713,115134,10648
4116,379793,311830,74962
4117,669943,21901,7218
4118,310214,570399,138480
4119,967339,227492,13711
4120,969612,692233,61044
4121,549703,664521,301449
4122,525143,470618,76069
4123,196251,724457,269214
4124,488528,286851,67374
4125,930070,717304,220835
4126,227362,549542,120786
4127,222327,136446,36188
4128,566393,216431,37185
4129,756958,246597,29482
4130,916583,84168,40134
4131,289764,148748,74167
4132,393353,628972,209996
4133,798189,189134,10905
4134,939727,65116,22840
4135,759187,426545,106920
4136,878117,378022,43724
4137,331647,483690,72339
4138,16501,348365,174180
4139,726371,555597,158851
4140,441251,732555,219921
4141,315343,678329,307177
4142,316210,246882,77342
4143,398480,249347,105433
4144,708381,476878,103486
4145,519585,299809,46670
4146,475290,558360,275358
4147,972051,390083,187052
4148,887082,478158,90474
4149,798017,78305,4416
4150,627047,753060,30218
4151,6858,63597,5027
4152,742562,394909,116691
4153,51769,652587,285384
4154,316666,353499,131386
4155,656815,519719,75692
4156,611210,247879,106500
4157,22123,419336,32380
4158,933447,372740,183436
4159,136722,296245,32732
4160,192491,600357,217582
4161,379534,128433,6339
4162,167324,661938,85415
4163,334041,537689,55950
4164,98145,264400,64212
4165,986720,592634,254346
4166,609372,290347,12451
4167,359590,475376,24588
4168,808265,486233,25144
4169,802901,176143,50088
4170,902470,128598,34834
4171,719777,470169,107968
4172,648873,427414,157833
4173,121946,235169,15884
4174,442604,105113,32134
4175,423363,501076,27813
4176,380124,315211,111866
4177,454299,600544,280391
4178,540501,368587,177268
4179,899495,38858,7573
4180,414747,376939,95171
4181,724578,293195,55035
4182,540056,22893,7133
4183,772552,176689,76242
4184,91244,322992,74497
4185,939459,261209,68190
4186,356538,181161,13924
4187,172968,457353,56209
4188,781940,440923,66286
4189,884559,473592,89371
4190,241,773568,233735
4191,785362,384220,80772
4192,348742,221036,81173
4193,494989,606764,267495
4194,556568,161287,72380
4195,466698,356078,166713
4196,549052,136979,61408
4197,314894,678873,145622
4198,313899,466854,221
4199,285999,533068,124103
4200,413235,469001,163152
4201,776317,446837,38320
4202,843668,219505,62470
4203,174843,44345,18446
4204,509210,471191,175979
4205,142829,736795,203101
4206,62183,143374,48588
4207,949864,9358,4360
4208,925675,67072,31553
4209,224621,77727,28332
4210,982339,750334,65362
4211,833918,407125,157629
4212,296662,796936,13767
4213,657397,244157,2478
4214,626830,315252,105245
4215,735071,134771,15372
4216,101005,245458,85937
4217,329775,27778,960
4218,399787,717947,44117
4219,957715,471816,15872
4220,138255,665096,291650
4221,125829,96402,30741
4222,708431,25047,10710
4223,826734,125912,11067
4224,965109,556393,14411
4225,636176,307319,79426
4226,345179,416568,15406
4227,377083,2514,522
4228,809565,725506,81006
4229,356190,368758,29927
4230,513593,591760,70992
4231,371407,717378,47717
4232,302907,22346,674
4233,25944,122380,22610
4234,470403,308397,99774
4235,965251,541473,119907
4236,635192,103591,14801
4237,104653,205398,17087
4238,885052,99827,26785
4239,838190,782506,154189
4240,142186,335821,53937
4241,767743,645507,1896
4242,37431,666472,174274
4243,216918,272702,125196
4244,255401,173430,10192
4245,146309,332991,8733
4246,39869,25916,11018
4247,920273,23144,7001
4248,905159,283115,95399
4249,467342,582958,258655
4250,859319,99359,19659
4251,187087,22655,2884
4252,370359,52368,7531
4253,310015,384309,41695
4254,121247,623231,298684
4255,580784,448728,83638
4256,132747,487565,181787
4257,365420,257917,8222
4258,291437,255586,94272
4259,848947,519950,85053
4260,472698,380727,142106
4261,463894,322003,149471
4262,905357,215316,72120
4263,945621,514069,124440
4264,873628,525154,259322
4265,764679,639837,244460
4266,306216,314570,80876
4267,838264,268892,82108
4268,24804,799153,63627
4269,826010,285761,63366
4270,495589,218650,2
4271,361389,788257,15735
4272,846132,245677,63416
4273,187934,27356,11613
4274,880714,198980,87639
4275,817612,243750,13548
4276,993229,149365,35397
4277,23921,21717,2183
4278,539966,329579,42701
4279,148820,37605,15309
4280,397175,777669,23649
4281,792418,134325,63026
4282,797779,573528,236232
4283,208670,446688,71498
4284,850251,50659,24939
4285,93625,281702,116069
4286,41947,326071,97678
4287,132483,65794,19068
4288,355331,210751,18027
4289,494413,684305,109232
4290,347940,146914,58651
4291,605843,736874,303070
4292,450637,713417,104096
4293,318363,737167,265151
4294,947076,793158,6753
4295,748770,445628,56052
4296,69687,223421,19921
4297,293331,229704,109093
4298,342591,622984,188395
4299,553807,254475,72272
4300,973016,323531,88529
4301,576096,418013,174893
4302,704836,665793,302904
4303,282078,223726,28050
4304,852529,407006,177960
4305,635086,377877,101519
4306,575800,141627,59385
4307,700259,222881,99766
4308,507465,775785,13251
4309,281325,700669,31075
4310,679975,311037,9498
4311,840107,367439,162889
4312,809648,472418,91144
4313,560222,84305,20708
4314,625972,95626,22042
4315,248142,739837,153229
4316,968927,676476,20462
4317,184250,364043,11931
4318,360860,305903,55167
4319,431266,457858,216912
4320,910282,102686,2963
4321,231841,374480,86169
4322,858083,459061,160562
4323,236657,536480,110423
4324,471039,219038,67892
4325,562066,21856,9079
4326,925915,236634,31299
4327,701569,215108,22878
4328,594440,14947,4422
4329,136381,795754,281735
4330,612197,43415,15010
4331,136531,442624,112073
4332,478085,143399,69042
4333,650760,717586,123863
4334,814683,587368,35051
4335,29282,215769,101207
4336,563637,759470,159273
4337,132625,759226,63720
4338,45605,449032,90456
4339,216369,725415,273142
4340,997496,234566,915
4341,451406,182525,22111
4342,498638,172599,41599
4343,364387,733282,340870
4344,58931,493488,54057
4345,895776,567222,201045
4346,94247,404108,99518
4347,366159,786177,244611
4348,752696,516504,143697
4349,416361,54988,16682
4350,740020,46287,3183
4351,299535,309004,104866
4352,109165,678504,121551
4353,724801,426593,152156
4354,356258,653282,192851
4355,238842,553056,212193
4356,277894,3352,1219
4357,321455,148001,51675
4358,191863,592547,167132
4359,751827,11998,5573
4360,944845,764414,202621
4361,113686,236357,31867
4362,539030,517564,24248
4363,359040,436888,41557
4364,704874,717326,92703
4365,978440,419236,68242
4366,872907,331423,157414
4367,90734,703724,260397
4368,368296,525744,82300
4369,482212,447561,219207
4370,380173,578451,276712
4371,678844,635386,129099
4372,122448,582418,9134
4373,60839,385160,53631
4374,666074,331126,142766
4375,737351,128093,11346
4376,931852,580156,134135
4377,531040,753730,259629
4378,345157,522479,217660
4379,85517,588848,285252
4380,691604,687907,200682
4381,969347,192975,30346
4382,163262,715833,83363
4383,352737,136796,65975
4384,5213,148449,72684
4385,109277,3745,300
4386,46939,295593,119146
4387,946653,498636,178698
4388,90047,376235,81314
4389,618007,266392,88892
4390,533342,798591,200916
4391,477506,734625,48209
4392,417604,98068,20443
4393,333117,202253,44036
4394,633489,307861,14883
4395,210372,314247,131584
4396,607024,366240,33583
4397,710965,162248,1129
4398,170459,33863,11146
4399,199100,615705,49706
4400,205733,7782,35
4401,442725,422103,145757
4402,478418,276759,359
4403,899434,415117,142491
4404,467245,651493,258914
4405,989581,304167,86836
4406,344780,54361,6319
4407,909658,424701,114698
4408,711933,472830,124439
4409,142503,252210,74242
4410,510085,365195,157401
4411,20063,765871,145763
4412,637508,274893,64060
4413,732801,79368,8598
4414,472160,114113,40625
4415,89736,167614,24155
4416,805689,651211,322961
4417,763374,355382,140421
4418,224640,585150,39331
4419,860347,232444,94529
4420,931983,692107,190112
4421,370875,784861,151411
4422,399672,290163,12594
4423,725328,601617,17915
4424,522431,539427,126139
4425,365795,488187,120480
4426,488564,620985,204217
4427,925139,185455,33034
4428,162584,143495,42625
4429,82125,111935,53096
4430,295045,342814,96734
4431,983385,405913,103746
4432,612640,512616,154863
4433,83381,488923,135745
4434,380728,223739,92182
4435,948283,129398,17639
4436,967185,10903,3516
4437,328446,157892,53650
4438,311675,557770,142576
4439,857723,314549,120668
4440,397981,399662,107342
4441,644574,171892,84392
4442,840743,293460,94883
4443,840907,574657,227034
4444,325962,208558,56135
4445,254828,389632,50896
4446,969686,579346,33279
4447,980089,48106,7222
4448,243133,52908,26104
4449,452686,204755,60158
4450,524628,459034,92186
4451,568650,785322,375873
4452,186034,596643,156770
4453,134541,508886,209963
4454,604623,681370,64501
4455,628453,415856,7744
4456,341770,601737,252220
4457,434574,756431,376170
4458,475835,617122,192222
4459,957192,91257,42212
4460,611078,589808,31063
4461,60060,53275,15050
4462,729683,732734,268036
4463,300044,787548,110187
4464,37833,457436,222721
4465,632760,791004,391217
4466,779395,373524,185710
4467,215249,420390,27275
4468,940229,212312,56468
4469,267674,344690,145250
4470,291329,375272,134319
4471,317382,386416,174310
4472,716148,384036,190545
4473,740064,703206,232555
4474,728163,550402,215803
4475,363795,90373,29858
4476,981666,50875,6837
4477,802628,580051,185123
4478,114005,612668,175052
4479,792564,303084,62195
4480,163999,582325,204887
4481,667992,590738,108144
4482,948251,559512,110724
4483,314165,619723,309240
4484,382131,55482,25235
4485,157311,558389,259588
4486,122678,261261,68479
4487,12283,543460,54615
4488,75938,47913,5289
4489,994010,101826,16465
4490,890789,115087,42675
4491,472500,312878,8323
4492,933300,76380,3818
4493,222405,25128,3076
4494,31072,360781,62571
4495,842565,337536,133246
4496,41619,5775,2370
4497,905970,149566,11570
4498,73942,676091,188204
4499,685944,501510,118656
4500,809106,483500,194351
4501,19224,739199,273474
4502,648389,388928,43109
4503,363969,523701,79253
4504,508024,552978,253285
4505,445262,321459,80354
4506,162742,176640,50526
4507,648937,728460,236727
4508,688726,384763,18201
4509,337909,199033,38498
4510,836016,728302,145216
4511,948001,15157,1884
4512,151622,24260,10895
4513,969787,358856,137162
4514,137715,618570,79875
4515,182418,530083,59335
4516,652919,799067,230130
4517,964019,256578,47401
4518,563613,641673,109524
4519,580593,49373,17440
4520,963390,789773,32614
4521,482766,493330,145678
4522,519425,641468,166882
4523,459481,136483,55764
4524,97178,233225,40205
4525,467708,180617,12631
4526,851604,340012,18007
4527,127580,755688,216424
4528,206128,118996,38633
4529,159200,692186,118265
4530,579305,103513,15990
4531,700325,177780,62728
4532,480253,699018,258355
4533,398043,631501,262266
4534,58571,423159,104011
4535,405730,345766,63774
4536,930853,210440,2528
4537,112753,392854,70068
4538,542785,715412,63515
4539,503534,127433,62008
4540,726658,390244,18553
4541,177272,654842,47887
4542,835407,364343,118042
4543,799365,210246,48452
4544,662674,422903,34019
4545,554240,28777,11338
4546,119122,243901,90595
4547,600451,709639,13526
4548,779262,550093,158747
4549,170840,504760,223014
4550,866728,116256,49947
4551,634713,788916,89330
4552,506449,225820,33925
4553,423149,738371,262758
4554,610330,453166,151676
4555,94698,777899,102829
4556,546933,439999,116188
4557,730793,580808,69533
4558,575619,651009,155023
4559,988370,436455,43904
4560,370654,224860,43020
4561,441810,272504,39387
4562,834829,406104,74027
4563,999926,408444,58505
4564,904912,444959,21513
4565,788161,172697,45479
4566,334186,81162,8117
4567,935422,613315,83742
4568,465772,427876,39682
4569,166566,264665,62061
4570,221401,776330,331713
4571,696600,351462,80272
4572,799808,563355,191463
4573,708289,205097,14848
4574,419504,648639,106122
4575,863662,567652,85566
4576,534431,183609,71128
4577,141713,82153,27087
4578,758407,468719,163677
4579,571061,680168,23483
4580,534349,50579,9033
4581,93381,752536,130505
4582,768447,180721,19923
4583,912745,440139,106650
4584,740636,456239,210410
4585,289981,780878,114286
4586,83339,211190,68159
4587,582519,531850,154537
4588,219008,425776,144854
4589,739430,262152,66806
4590,593439,682673,34984
4591,993056,185327,70261
4592,99345,362650,27696
4593,10462,632268,266599
4594,407278,551554,157033
4595,759870,288264,104786
4596,554887,750329,296305
4597,281320,789577,340072
4598,22527,785135,160064
4599,316495,279116,26180
4600,122878,503644,112798
4601,66055,655968,252208
4602,87052,507880,69467
4603,983816,366054,125440
4604,214024,338926,83778
4605,260179,601849,34834
4606,639188,358666,39563
4607,44972,426115,14825
4608,322168,2334,1142
4609,587489,187246,57958
4610,108725,703346,192122
4611,800832,527964,3835
4612,386038,798509,143438
4613,372913,29802,6203
4614,202786,657163,141188
4615,435357,179507,76949
4616,537335,200196,70536
4617,573923,781035,272704
4618,872086,479953,165029
4619,125080,398019,119514
4620,746553,128250,53612
4621,174645,712205,280410
4622,831296,209863,37698
4623,123670,21096,838
4624,173923,575355,216686
4625,588527,520327,85865
4626,847110,387144,40331
4627,532543,248617,67240
4628,115984,99727,24457
4629,637563,534089,247935
4630,4194,546075,38096
4631,822342,305993,109673
4632,620953,86275,38364
4633,483167,764406,75864
4634,867525,429133,127856
4635,668219,454153,104840
4636,930652,750551,125574
4637,942782,352040,124791
4638,958058,643208,49164
4639,80264,59095,21775
4640,817612,640986,8197
4641,813016,508832,139181
4642,524567,37448,13863
4643,819089,155506,64522
4644,76882,190917,19562
4645,548367,193439,32225
4646,128048,251484,50563
4647,544353,740290,254425
4648,117736,10272,3201
4649,570679,358462,114028
4650,824345,236634,14355
4651,622409,675699,106404
4652,485585,796630,135730
4653,785289,205495,71562
4654,198176,317746,26061
4655,146031,226884,50899
